Algorithm,Train_RMSE,Train_MAE,Train_R2,Test_RMSE,Test_MAE,Test_R2,timestamp,features
LinearRegression(),91.72717191528436,61.653868290836996,0.5683623692657014,108.67681151095493,76.97505665281733,0.28860888086843584,2024-03-07 00:54:47.309559,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation']"
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=10)",62.147911531645484,36.90248553798487,0.7971707216438264,88.28427651262301,55.57189689927216,0.5078026890881978,2024-03-07 00:54:47.309559,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation']"
LinearRegression(),91.72717191528436,61.653868290836996,0.5683623692657014,108.67681151095493,76.97505665281733,0.28860888086843584,2024-03-07 00:55:18.955115,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'avg_precipitation_quality']"
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=10)",62.147911531645484,36.90248553798487,0.7971707216438264,88.28427651262301,55.57189689927216,0.5078026890881978,2024-03-07 00:55:18.955115,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'avg_precipitation_quality']"
LinearRegression(),91.67569148537733,61.65668316448854,0.5688405395963142,108.70672503746728,77.04905638051325,0.2881722294502043,2024-03-07 01:03:38.356977,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=10)",63.08192569498797,37.59410501099817,0.7921026718285498,87.39482266961112,55.210341517434166,0.5153335388522595,2024-03-07 01:03:38.356977,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
LinearRegression(),91.67609648547545,61.65801996221481,0.5688369869434091,108.70213419006781,77.04308568587048,0.28823973097024436,2024-03-07 01:08:24.189617,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=10)",62.14791055676721,36.90241948002939,0.7971707290156999,88.28427530548525,55.57173565232095,0.5078026989232637,2024-03-07 01:08:24.189617,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"RandomForestRegressor(max_depth=10, min_samples_leaf=10)",58.043878517615276,34.886519413533364,0.8220008386502605,82.31643195642718,51.67806354254548,0.5744512652386707,2024-03-07 01:08:24.189617,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=None, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=10, max_leaves=None,
             min_child_weight=None, min_samples_leaf=10, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=100,
             n_jobs=None, num_parallel_tree=None, ...)",6.980026595893704,3.7189568369202353,0.9973417152750262,75.80252040605687,47.4317557492789,0.6295270683368729,2024-03-07 01:08:24.189617,"['distname', 'std_elevation', 'max_elevation', 'avg_elevation', 'min_elevation', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
LinearRegression(),93.09135183363593,63.07952528061916,0.5793150607714379,126.11170240263395,80.72664440588673,0.018387893087480744,2024-03-07 13:24:53.474566,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=10)",53.2728972027832,31.47012255094213,0.8601515333947173,103.59494211914725,57.27097552698622,0.3136089667350269,2024-03-07 13:24:53.474566,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
LinearRegression(),94.21065363997961,63.899189775983295,0.572047402788261,122.04087492139774,79.36915813612374,0.09680488578889013,2024-03-07 13:27:42.432144,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=10)",56.10154474719317,33.83397407145669,0.8451291862257563,99.17960860779692,56.56407448785823,0.3790322386048037,2024-03-07 13:27:42.432144,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
LinearRegression(),94.21065363997961,63.899189775983295,0.572047402788261,122.04087492139774,79.36915813612374,0.09680488578889013,2024-03-07 13:29:53.730187,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=10)",56.10154474719317,33.83397407145669,0.8451291862257563,99.17960860779692,56.56407448785823,0.3790322386048037,2024-03-07 13:29:53.730187,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
RandomForestRegressor(max_depth=10),45.18679465241436,26.888989859456796,0.9002674778350322,91.01093524826992,51.39827201572067,0.443879819081671,2024-03-07 13:29:53.730187,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=6, n_estimators=500, n_jobs=-1)",68.94685835217653,43.25682907361966,0.7690826258189065,95.40834831344732,56.16351809808642,0.4117801912672731,2024-03-07 14:14:11.044559,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.1, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=None,
             num_parallel_tree=None, random_state=None, ...)",35.19042252173988,21.303668775568656,0.9397791627742326,85.89592961840917,50.3083344158571,0.5094212801662077,2024-03-07 14:14:11.044559,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=500, n_jobs=-1)",96.09086588959383,67.03419501655692,0.5532519571853929,107.51856328791267,71.53783451000815,0.31388125004482176,2024-03-07 14:37:23.978769,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.1, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=500, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",52.679322954499845,33.34330651080413,0.8650482957993709,89.58858289872485,53.31822539647058,0.49164493076332483,2024-03-07 14:37:23.978769,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=500, n_jobs=-1)",96.23149487018084,67.10703638281483,0.5519265459433559,107.74092819401413,71.6204502217786,0.3107641511285878,2024-03-07 14:38:25.586530,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=3, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=1000, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",52.78988591602339,33.416313134624495,0.8645592831564312,92.5744885084519,54.71260833806917,0.4540964582955436,2024-03-07 14:38:25.586530,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=1000, n_jobs=-1)",96.16295763773563,67.04191811960784,0.5526295170192629,107.74631819223112,71.57033970549544,0.3086019298774263,2024-03-07 14:40:09.088697,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=200, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",57.913889400693485,36.680831197909214,0.8366675405415217,90.5108441127618,53.66835035076631,0.48073927584447446,2024-03-07 14:40:09.088697,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",98.15412746069903,68.46550314512527,0.5336128152505607,105.15378295582809,71.13437192460673,0.35280116721784704,2024-03-07 14:50:54.241636,"['avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=200, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",71.6192319715582,44.99425013573033,0.7472093818659383,95.54560188325426,56.29851341784487,0.4601610286494447,2024-03-07 14:50:54.241636,"['avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",95.68562363409457,66.61709327796915,0.5573555928231875,106.76584119673156,70.67450312417968,0.31835283278763077,2024-03-07 14:52:44.517992,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=200, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",55.08831180762095,34.976652491511445,0.8525421248478967,88.7141642825116,53.46401797318825,0.5081551954112542,2024-03-07 14:52:44.517992,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",95.53558852698977,66.584050822317,0.5588989262399054,106.44959013873319,70.59879227596657,0.32258868424495235,2024-03-07 14:53:11.775094,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=200, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",55.08831180762095,34.976652491511445,0.8525421248478967,88.7141642825116,53.46401797318825,0.5081551954112542,2024-03-07 14:53:11.775094,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",95.5916808869278,66.5949041800919,0.5583078229558777,106.31578246368747,70.47481026726432,0.32571811349253416,2024-03-07 15:05:57.019613,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=100, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",61.71691689183093,39.38527257107508,0.8147809291514836,90.27506474245816,53.48600492716509,0.4900043731485526,2024-03-07 15:05:57.019613,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",95.74437294227647,66.64321969000007,0.5568107617373937,106.2583560951748,70.46083438670232,0.32793934458308194,2024-03-07 15:07:20.958466,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=4, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=100, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",61.71691689183093,39.38527257107508,0.8147809291514836,90.27506474245816,53.48600492716509,0.4900043731485526,2024-03-07 15:07:20.958466,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",95.68145826388509,66.67312116248048,0.5574509809113902,106.69798900796484,70.60202300664524,0.32036005787383337,2024-03-07 15:07:47.064312,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=100, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",47.82171901581074,29.195197352580607,0.8893004666892322,89.60255148704823,52.44795568221662,0.5033040324063426,2024-03-07 15:07:47.064312,"['max_elevation', 'min_elevation', 'std_elevation', 'distname', 'avg_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",96.25431785868119,67.16697282003166,0.5523589534454593,106.21157900672195,70.21222818707173,0.3196892131925593,2024-03-08 02:22:40.526208,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=100, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",49.849176570005,30.30771833026118,0.8795516256488263,93.01220603036313,54.23688234839062,0.48217868552096205,2024-03-08 02:22:40.526208,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"RandomForestRegressor(max_depth=3, n_estimators=300, n_jobs=-1)",96.0472481169844,66.91629051859148,0.5542403342690153,105.98142000629339,69.911192850823,0.3243037070435609,2024-03-08 02:24:36.376066,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             multi_strategy=None, n_estimators=100, n_jobs=-1,
             num_parallel_tree=None, random_state=None, ...)",49.849176570005,30.30771833026118,0.8795516256488263,93.01220603036313,54.23688234839062,0.48217868552096205,2024-03-08 02:24:36.376066,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(max_depth=5, n_estimators=200, n_jobs=-1)",89.0070862395374,59.93599591009254,0.613827981103173,97.18589221127989,61.871493013410834,0.4120192556935067,2024-03-08 02:31:24.813417,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(n_jobs=-1, random_state=42)",0.000811831098339197,1.5715453230804217e-05,0.9999999999649241,90.85006660557475,51.140090607425606,0.4721220669003277,2024-03-08 02:31:54.559788,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
ExtraTreesRegressor(n_jobs=-1),0.000811831098339197,1.5715453230804217e-05,0.9999999999649241,91.83281123073395,51.38938578768943,0.4597054644397594,2024-03-08 02:32:14.101449,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(n_estimators=500, n_jobs=-1)",0.000811831098339197,1.5715453904558218e-05,0.9999999999649241,90.58917782184908,51.011306119835346,0.47785298069414334,2024-03-08 02:33:15.270109,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(max_depth=3, n_estimators=500, n_jobs=-1)",104.30933262233725,74.9949679983984,0.4722029087645064,101.83606070334407,72.79213845383869,0.3845578482345307,2024-03-08 02:33:24.713618,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(max_depth=5, n_estimators=500, n_jobs=-1)",88.95767053475349,59.91639148617509,0.6142397247478497,96.86622027376931,61.407385980023214,0.41249656051268224,2024-03-08 02:33:40.443455,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(max_depth=8, n_estimators=500, n_jobs=-1)",71.52603025836062,44.22834945387928,0.7504811612973903,93.04981345025494,53.76304345873115,0.44957113996085435,2024-03-08 02:34:01.031902,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(max_depth=12, n_estimators=500, n_jobs=-1)",49.53710420316701,27.622010435767994,0.8811622516723329,91.1580594729471,51.41709247264446,0.4747473610666739,2024-03-08 02:34:25.516937,"['std_elevation', 'avg_elevation', 'distname', 'max_elevation', 'min_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster']"
"ExtraTreesRegressor(max_depth=12, n_estimators=500, n_jobs=-1)",40.30624460971274,22.924020702781814,0.9214615781600872,86.17879592578608,48.460669203109866,0.5117912565279862,2024-03-08 02:45:54.433256,"['std_elevation', 'min_elevation', 'distname', 'avg_elevation', 'max_elevation', 'year', 'biomass_lag1', 'biomass_lag2', 'biomass_lag3', 'biomass_lag4', 'biomass_lag5', 'cum_precipitation', 'precipitation_cluster', 'cluster']"
