median_cropland,netgain,lat,min_cropland,index,distname,block_max_elevation,lon,block_std_elevation,block_avg_elevation,year,biomass
95.0,4.75,24.26518,100.0,100,banas kantha,119,71.96844,6.966168243733423,108.15,2010,128.8188629
97.5,1.6875,24.26518,100.0,101,banas kantha,130,72.04807,5.661051139143684,121.05,2010,133.9694977
97.0,2.1875,24.26518,100.0,102,banas kantha,146,72.12769,9.33488082409197,131.4,2010,117.6083984
71.0,5.4375,24.26518,100.0,103,banas kantha,151,72.20732,9.73909646733207,140.5,2010,100.5573578
94.0,2.9375,24.26518,99.0,104,banas kantha,174,72.28694,10.580524561665172,158.55,2010,91.23011017
88.5,14.3125,24.26518,98.0,105,banas kantha,204,72.36657,11.202120335008011,180.75,2010,108.0983429
82.5,13.3125,24.26518,92.0,106,banas kantha,240,72.44619,19.185606584103613,205.75,2010,119.033165
46.5,5.8125,24.26518,92.0,107,banas kantha,267,72.52582,19.7101496696499,234.9,2010,83.11767578
27.5,3.0625,24.26518,50.0,108,banas kantha,632,72.60544,83.99313960080312,306.95,2010,5.906249046
26.5,3.9375,24.26518,43.0,109,banas kantha,538,72.68507,66.62439493158644,351.7,2010,24.74891472
10.5,2.125,24.26518,60.0,110,banas kantha,474,72.76469,62.367539634011536,374.3,2010,2.792935848
6.5,1.4375,24.26518,38.0,111,banas kantha,611,72.84432,80.88898256252207,408.85,2010,4.96349144
17.0,2.1875,24.26518,60.0,112,banas kantha,527,72.92394,89.65560495585315,344.35,2010,1.711058736
43.0,8.625,24.26518,83.0,113,banas kantha,338,73.00357,30.181782584864003,264.4,2010,18.04955673
38.0,15.5,24.26518,83.0,114,sabar kantha,341,73.08319,29.158660806010964,275.35,2010,16.32641792
20.5,9.5,24.26518,50.0,115,udaipur,540,73.16282,67.33147480933415,352.65,2010,1.258674383
10.0,3.3125,24.26518,49.0,116,udaipur,760,73.24244,114.07063601120142,485.7,2010,0.022565609
0.0,2.8125,24.18458,35.0,117,kachchh,12,71.25181,2.080264406271472,6.85,2010,0.179722741
31.0,10.625,24.18458,69.0,118,banas kantha,15,71.33144,3.1823733281939126,8.85,2010,16.63981056
79.0,15.5625,24.18458,95.0,119,banas kantha,23,71.41106,3.3600595232822883,16.9,2010,74.2911911
88.5,15.3125,24.18458,98.0,120,banas kantha,31,71.49069,4.561797891182818,23.7,2010,54.41710663
90.5,10.625,24.18458,98.0,121,banas kantha,42,71.57031,5.303536555921906,33.35,2010,114.8388214
88.5,5.1875,24.18458,96.0,122,banas kantha,55,71.64994,4.985980344927164,43.8,2010,148.4011536
90.5,1.5625,24.18458,96.0,123,banas kantha,66,71.72956,5.617828762075256,54.8,2010,98.70885468
92.0,1.3125,24.18458,96.0,124,banas kantha,82,71.80919,7.453019522314429,67.45,2010,124.6136627
96.0,2.0,24.18458,100.0,125,banas kantha,93,71.88882,7.984985911070852,82.8,2010,129.0076599
96.0,1.9375,24.18458,100.0,126,banas kantha,111,71.96844,6.956112420023127,97.75,2010,138.5014648
84.0,3.75,24.18458,99.0,127,banas kantha,129,72.04807,8.977193325310534,108.9,2010,101.4038315
91.5,2.5625,24.18458,99.0,128,banas kantha,136,72.12769,8.878485231164154,121.35,2010,119.6268387
94.0,2.3125,24.18458,99.0,129,banas kantha,150,72.20732,8.129421873663588,136.75,2010,153.3703918
89.5,1.6875,24.18458,96.0,130,banas kantha,169,72.28694,9.518403227432634,154.0,2010,125.2544098
84.0,9.4375,24.18458,93.0,131,banas kantha,205,72.36657,13.650915720199873,184.95,2010,170.115921
78.0,9.4375,24.18458,91.0,132,banas kantha,235,72.44619,11.104503590885995,214.7,2010,138.4901581
87.5,5.75,24.18458,94.0,133,banas kantha,265,72.52582,13.458361713076371,238.35,2010,155.2005005
57.5,8.9375,24.18458,90.0,134,banas kantha,735,72.60544,124.02397953621713,326.45,2010,35.46909332
43.0,3.8125,24.18458,88.0,135,banas kantha,530,72.68507,105.17674410248684,336.45,2010,59.63713455
36.0,2.1875,24.18458,82.0,136,banas kantha,531,72.76469,83.02987414178105,315.8,2010,23.79245949
23.5,1.75,24.18458,55.0,137,banas kantha,575,72.84432,84.95897539401003,359.35,2010,5.364243507
41.5,4.625,24.18458,63.0,138,banas kantha,492,72.92394,68.20445366689773,271.45,2010,23.2009449
52.5,22.3125,24.18458,83.0,139,sabar kantha,281,73.00357,20.50432881125349,223.65,2010,39.95100784
28.5,18.0,24.18458,61.0,140,udaipur,298,73.08319,25.634156900510693,262.3,2010,8.969090462
9.0,3.0625,24.18458,47.0,141,udaipur,605,73.16282,92.44506476821788,375.9,2010,1.337944508
0.0,0.875,24.10398,25.0,142,kachchh,12,71.25181,1.8781639970992947,6.35,2010,1.460566998
26.0,9.0625,24.10398,69.0,143,kachchh,18,71.33144,4.028337125911881,9.65,2010,38.58217239
67.5,15.875,24.10398,97.0,144,banas kantha,22,71.41106,3.320767983464066,16.85,2010,86.58426666
89.0,10.375,24.10398,98.0,145,banas kantha,34,71.49069,3.990927210561476,24.15,2010,99.03591919
91.5,4.25,24.10398,98.0,146,banas kantha,41,71.57031,4.296510211788167,33.8,2010,115.0405884
88.5,5.4375,24.10398,96.0,147,banas kantha,65,71.64994,6.703730304837748,42.4,2010,150.9449768
88.5,4.5,24.10398,94.0,148,banas kantha,72,71.72956,7.222188034107115,53.2,2010,96.73196411
88.5,3.1875,24.10398,95.0,149,banas kantha,69,71.80919,5.156549233741496,60.9,2010,129.9625397
93.5,1.25,24.10398,98.0,150,banas kantha,85,71.88882,6.582362797658604,71.35,2010,121.4242935
93.0,3.0625,24.10398,99.0,151,banas kantha,102,71.96844,8.619164692706596,84.1,2010,145.104126
81.5,4.3125,24.10398,99.0,152,banas kantha,111,72.04807,7.470609078247905,93.7,2010,96.14881897
94.0,2.0625,24.10398,98.0,153,banas kantha,127,72.12769,10.180741623280694,109.95,2010,137.2093353
93.5,3.375,24.10398,99.0,154,patan,138,72.20732,9.547774609824009,122.8,2010,137.2941895
89.5,3.125,24.10398,98.0,155,banas kantha,164,72.28694,11.844302427749808,141.75,2010,161.2624969
84.5,11.8125,24.10398,93.0,156,banas kantha,200,72.36657,14.950836097021464,169.65,2010,155.5940399
81.5,17.375,24.10398,91.0,157,banas kantha,218,72.44619,13.96522466700769,194.65,2010,101.4352798
87.0,9.9375,24.10398,95.0,158,banas kantha,250,72.52582,14.652303573158726,219.1,2010,176.3327942
86.5,11.625,24.10398,95.0,159,banas kantha,405,72.60544,43.74799995428363,236.25,2010,89.72951508
66.0,11.8125,24.10398,85.0,160,banas kantha,321,72.68507,27.074849953416177,238.45,2010,49.95343781
36.0,1.8125,24.10398,72.0,161,banas kantha,611,72.76469,95.07949305712565,290.3,2010,14.67958069
31.0,2.25,24.10398,69.0,162,banas kantha,706,72.84432,135.188118930622,294.35,2010,5.111777782
52.5,8.5,24.10398,78.0,163,banas kantha,625,72.92394,98.0461116006137,238.6,2010,35.6628952
68.0,24.3125,24.10398,97.0,164,sabar kantha,226,73.00357,11.630133275246678,204.2,2010,146.6926727
51.0,18.375,24.10398,91.0,165,sabar kantha,274,73.08319,20.597087172704786,237.4,2010,60.84778595
18.0,4.6875,24.10398,61.0,166,udaipur,424,73.16282,50.04125797779268,305.85,2010,18.50143433
10.5,2.9375,24.10398,51.0,167,udaipur,673,73.24244,124.53612929587942,442.55,2010,0.056774892
0.0,0.0,24.02338,0.0,168,kachchh,9,71.25181,2.2,4.4,2010,0.492370903
15.0,5.75,24.02338,79.0,169,banas kantha,21,71.33144,4.73392015141785,8.7,2010,17.64712143
61.0,9.125,24.02338,97.0,170,banas kantha,37,71.41106,6.27216071222669,17.6,2010,46.9407959
81.5,16.0625,24.02338,98.0,171,banas kantha,34,71.49069,4.188973621306299,26.55,2010,64.06253815
79.0,16.5625,24.02338,93.0,172,banas kantha,42,71.57031,4.988987873306569,32.1,2010,61.01239395
83.5,17.0,24.02338,96.0,173,banas kantha,87,71.64994,11.048076755707305,41.2,2010,100.6525345
89.0,13.1875,24.02338,97.0,174,banas kantha,81,71.72956,9.669022701390247,50.1,2010,100.6131897
88.0,4.0625,24.02338,97.0,175,banas kantha,74,71.80919,8.24181412068969,57.65,2010,110.0574036
89.0,5.625,24.02338,97.0,176,banas kantha,71,71.88882,4.2127781807258735,63.55,2010,90.54636383
77.5,3.4375,24.02338,97.0,177,banas kantha,86,71.96844,5.488852339059597,72.65,2010,107.459938
90.0,7.625,24.02338,99.0,178,patan,97,72.04807,7.882099973991703,81.85,2010,150.4431
89.0,4.8125,24.02338,99.0,179,patan,111,72.12769,8.056674251823763,94.7,2010,166.755249
88.0,6.6875,24.02338,97.0,180,patan,125,72.20732,8.763560920082657,107.0,2010,220.8978119
83.0,5.5,24.02338,97.0,181,patan,150,72.28694,9.927109347639924,127.45,2010,188.7124481
75.5,7.875,24.02338,85.0,182,banas kantha,171,72.36657,11.620993933394852,149.55,2010,81.68445587
82.5,8.75,24.02338,92.0,183,banas kantha,199,72.44619,13.8140327203898,172.85,2010,73.61804199
84.0,12.1875,24.02338,94.0,184,banas kantha,215,72.52582,16.673631877908303,189.7,2010,85.25553894
84.5,17.625,24.02338,94.0,185,banas kantha,217,72.60544,13.090454537562858,197.2,2010,68.41625977
78.0,6.1875,24.02338,96.0,186,mahesana,322,72.68507,29.784685662266103,227.85,2010,81.46664429
51.0,3.1875,24.02338,80.0,187,mahesana,376,72.76469,47.09190482450248,246.45,2010,49.51327133
23.0,3.0625,24.02338,83.0,188,mahesana,351,72.84432,50.93964566033023,221.05,2010,11.6736002
63.0,5.375,24.02338,97.0,189,sabar kantha,320,72.92394,30.54157003167977,191.25,2010,51.21702576
88.0,13.5,24.02338,97.0,190,sabar kantha,213,73.00357,8.57481778232051,197.85,2010,143.1551208
78.0,9.375,24.02338,91.0,191,sabar kantha,245,73.08319,13.641847382227963,221.0,2010,104.7253799
51.5,3.625,24.02338,78.0,192,sabar kantha,412,73.16282,57.68804035499906,273.3,2010,34.25257492
17.5,1.6875,24.02338,81.0,193,udaipur,624,73.24244,88.175960442742,334.0,2010,15.45640469
11.5,5.5,24.02338,76.0,194,sabar kantha,580,73.32207,86.8016560901922,407.65,2010,3.236967087
17.0,4.875,24.02338,60.0,195,sabar kantha,527,73.40169,53.60771866065557,416.75,2010,2.469320297
0.0,0.25,23.94278,4.0,196,kachchh,6,70.13706,1.6093476939431084,1.1,2010,0.128129423
0.0,0.625,23.94278,10.0,197,kachchh,72,70.21669,20.753072061745463,11.1,2010,0.615225494
0.0,0.3125,23.94278,2.0,198,kachchh,122,70.37594,37.43297343252336,23.65,2010,3.326787472
0.0,0.4375,23.94278,4.0,199,kachchh,100,70.45556,23.819057496047154,12.55,2010,10.70241737
0.0,1.375,23.94278,19.0,200,kachchh,13,70.53519,3.2186953878862163,2.2,2010,20.94704056
0.0,1.1875,23.94278,16.0,201,kachchh,56,70.61481,16.022172137385116,12.3,2010,17.6890316
0.0,0.3125,23.94278,3.0,202,kachchh,84,70.69444,30.631478906510537,25.25,2010,3.320290327
0.0,0.25,23.94278,3.0,203,kachchh,103,70.77406,36.338134239391,21.2,2010,0.011721482
0.0,0.0,23.94278,0.0,204,kachchh,92,70.85369,19.753164303473,6.25,2010,0.016251691
0.0,0.0,23.94278,0.0,205,kachchh,5,71.01294,2.12367605815953,1.3,2010,0.009632765
0.0,0.5,23.94278,7.0,206,kachchh,14,71.09256,3.8506492958980303,1.65,2010,0.281953663
1.0,4.25,23.94278,26.0,207,kachchh,23,71.25181,6.272758563821823,6.45,2010,1.55587852
49.5,13.0625,23.94278,91.0,208,patan,26,71.33144,7.362064927722384,14.0,2010,56.17055893
56.0,10.625,23.94278,94.0,209,banas kantha,36,71.41106,6.740919818541086,19.6,2010,62.24466324
55.0,15.0625,23.94278,87.0,210,patan,33,71.49069,4.661276649159541,25.15,2010,64.85971069
66.0,23.3125,23.94278,88.0,211,patan,38,71.57031,3.5422450508117027,31.45,2010,100.4975281
91.0,32.8125,23.94278,98.0,212,patan,43,71.64994,3.021175268004159,37.35,2010,259.8173523
91.0,17.625,23.94278,98.0,213,banas kantha,50,71.72956,3.458323293158116,43.8,2010,146.0149078
85.5,8.5,23.94278,94.0,214,banas kantha,59,71.80919,4.846648326421054,50.9,2010,80.66906738
71.0,10.1875,23.94278,92.0,215,banas kantha,67,71.88882,4.650537603331469,56.15,2010,59.76913071
86.0,6.5625,23.94278,97.0,216,patan,75,71.96844,5.932958789676531,63.0,2010,148.1215973
84.5,9.4375,23.94278,93.0,217,patan,80,72.04807,5.204565303654091,70.25,2010,166.440506
89.5,7.875,23.94278,98.0,218,patan,94,72.12769,5.893004327166239,82.15,2010,188.7158966
88.0,9.375,23.94278,98.0,219,patan,110,72.20732,7.254481373606248,97.35,2010,209.4055328
80.0,8.5,23.94278,93.0,220,patan,135,72.28694,8.101851640211638,115.4,2010,181.0593414
77.5,10.125,23.94278,90.0,221,patan,152,72.36657,9.888882646689666,133.1,2010,148.6729584
82.0,11.1875,23.94278,97.0,222,patan,173,72.44619,11.507714803556787,152.85,2010,117.5434189
86.0,10.625,23.94278,97.0,223,mahesana,184,72.52582,9.051381110084805,168.65,2010,138.416687
86.0,10.0625,23.94278,97.0,224,mahesana,208,72.60544,12.86429166336025,184.9,2010,128.0084991
87.5,3.9375,23.94278,94.0,225,mahesana,239,72.68507,18.373622397339076,200.9,2010,216.7034607
56.0,7.4375,23.94278,94.0,226,mahesana,334,72.76469,48.00156247456951,219.5,2010,114.3672104
60.5,5.3125,23.94278,85.0,227,sabar kantha,326,72.84432,49.0804187023705,191.25,2010,72.80567932
78.0,11.0,23.94278,97.0,228,sabar kantha,227,72.92394,15.479341071247188,193.7,2010,128.1355286
82.0,13.375,23.94278,93.0,229,sabar kantha,238,73.00357,12.86429166336025,211.9,2010,192.5388336
78.0,11.6875,23.94278,91.0,230,sabar kantha,240,73.08319,8.511609718496262,223.45,2010,157.9092102
42.0,3.1875,23.94278,81.0,231,sabar kantha,578,73.16282,83.03439046563778,282.3,2010,44.75410843
12.5,1.375,23.94278,81.0,232,sabar kantha,519,73.24244,70.45842745903431,357.9,2010,16.00311089
32.0,8.125,23.94278,76.0,233,sabar kantha,545,73.32207,82.99734935526556,356.8,2010,22.69932747
23.0,5.75,23.94278,76.0,234,sabar kantha,553,73.40169,71.55087350969238,387.85,2010,22.72765923
0.0,0.125,23.86218,1.0,235,kachchh,4,70.13706,2.1971572542719837,0.35,2010,0.356915265
2.0,6.9375,23.86218,31.0,236,kachchh,86,70.21669,23.508455925474987,15.55,2010,15.262537
9.0,10.9375,23.86218,31.0,237,kachchh,138,70.29631,45.9755097851019,50.95,2010,17.2791996
18.0,15.5,23.86218,49.0,238,kachchh,202,70.37594,50.3357477345872,51.75,2010,12.74055767
0.0,5.25,23.86218,38.0,239,kachchh,72,70.45556,17.153060951328776,9.35,2010,17.18703651
0.0,0.5,23.86218,11.0,240,kachchh,8,70.53519,2.861817604250837,1.9,2010,26.70368004
21.0,18.3125,23.86218,71.0,241,kachchh,44,70.61481,12.454316520789089,12.7,2010,111.1351013
20.0,15.625,23.86218,71.0,242,kachchh,199,70.69444,43.02720069909266,45.6,2010,74.99907684
14.5,9.875,23.86218,41.0,243,kachchh,147,70.77406,36.95304452951069,41.15,2010,11.17913246
16.0,12.125,23.86218,44.0,244,kachchh,119,70.85369,29.31143121718897,26.8,2010,0.86585778
0.0,1.875,23.86218,24.0,245,kachchh,7,71.01294,2.74362898366379,2.35,2010,0.072421737
22.5,20.8125,23.86218,75.0,246,patan,39,71.09256,12.325177483509112,13.7,2010,6.246931553
16.5,27.0625,23.86218,85.0,247,patan,55,71.17219,14.5961467517972,27.95,2010,4.732085228
16.5,22.75,23.86218,57.0,248,patan,48,71.25181,10.22386913061782,20.65,2010,17.61505318
68.0,29.5625,23.86218,94.0,249,patan,28,71.33144,6.037176492367935,18.05,2010,71.4821701
41.0,19.9375,23.86218,94.0,250,patan,26,71.41106,4.364344166080397,15.55,2010,53.47851181
64.5,28.625,23.86218,90.0,251,patan,28,71.49069,3.0675723300355937,20.7,2010,70.15128326
79.5,31.5,23.86218,93.0,252,patan,37,71.57031,4.05308524460071,27.15,2010,154.5858154
77.5,38.375,23.86218,95.0,253,patan,41,71.64994,4.815340071064556,32.75,2010,235.0013428
81.5,37.4375,23.86218,95.0,254,banas kantha,47,71.72956,4.840196277011915,37.85,2010,154.7025146
78.0,28.25,23.86218,93.0,255,banas kantha,50,71.80919,4.198511641046146,41.85,2010,84.77442169
81.0,26.875,23.86218,93.0,256,patan,58,71.88882,3.8141185089087104,48.45,2010,128.4520264
89.5,9.8125,23.86218,98.0,257,patan,60,71.96844,2.72213151776324,55.7,2010,211.9728546
88.5,7.5,23.86218,96.0,258,patan,74,72.04807,4.94368283772331,66.6,2010,160.2176819
85.0,5.0,23.86218,96.0,259,patan,87,72.12769,5.436910887627275,77.8,2010,159.7626343
86.5,4.0625,23.86218,94.0,260,patan,106,72.20732,6.264982043070834,90.5,2010,174.961853
89.5,2.125,23.86218,98.0,261,patan,119,72.28694,7.477298977572048,104.7,2010,190.3115692
