Index,Latitude,Longitude,2018,2019
97,24.26518,71.72956,166.5211182,167.7023773
98,24.26518,71.80919,132.5467377,142.576004
99,24.26518,71.88882,159.9202576,131.4769745
100,24.26518,71.96844,124.6944885,147.1469879
101,24.26518,72.04807,223.9564362,186.4351959
102,24.26518,72.12769,184.4944763,147.7486725
103,24.26518,72.20732,128.5026703,135.4883575
104,24.26518,72.28694,149.936203,171.6611633
105,24.26518,72.36657,148.3242188,159.2051086
106,24.26518,72.44619,129.0301208,154.7299347
107,24.26518,72.52582,84.72271729,91.7529068
108,24.26518,72.60544,9.614898682,8.086411476
109,24.26518,72.68507,7.749279976,9.717982292
110,24.26518,72.76469,2.865253448,3.761741161
111,24.26518,72.84432,12.587327,5.353637218
112,24.26518,72.92394,5.846196651,4.454006672
113,24.26518,73.00357,18.20882225,15.84269333
114,24.26518,73.08319,14.64701843,14.39873409
115,24.26518,73.16282,1.214046836,1.179548264
116,24.26518,73.24244,0.028167859,0.028963964
117,24.18458,71.25181,0.531372249,0.139958441
118,24.18458,71.33144,36.43725967,22.27682877
119,24.18458,71.41106,121.3498917,106.9751511
120,24.18458,71.49069,94.72792816,97.15026093
121,24.18458,71.57031,105.6103363,136.773468
122,24.18458,71.64994,194.0086975,203.332901
123,24.18458,71.72956,178.3442535,161.4465942
124,24.18458,71.80919,191.8311157,180.3673248
125,24.18458,71.88882,150.8152466,150.5370026
126,24.18458,71.96844,132.0677338,142.5572968
127,24.18458,72.04807,139.8793488,128.2750397
128,24.18458,72.12769,139.9588013,144.8411713
129,24.18458,72.20732,189.9698639,217.8657379
130,24.18458,72.28694,187.9414063,186.7700806
131,24.18458,72.36657,134.0575867,170.9465027
132,24.18458,72.44619,136.5246429,152.5380249
133,24.18458,72.52582,154.1468658,192.3959656
134,24.18458,72.60544,42.64602661,41.05590057
135,24.18458,72.68507,47.92701721,58.1872406
136,24.18458,72.76469,19.12612915,28.21925354
137,24.18458,72.84432,10.56072235,5.505809307
138,24.18458,72.92394,20.59266853,19.18450165
139,24.18458,73.00357,38.20415497,31.83526993
140,24.18458,73.08319,8.041209221,7.061724663
141,24.18458,73.16282,1.076772332,1.108627081
142,24.10398,71.25181,0.145233288,0.432573259
143,24.10398,71.33144,42.41091919,32.78855515
144,24.10398,71.41106,97.44985199,100.3733444
145,24.10398,71.49069,122.1740265,138.2717743
146,24.10398,71.57031,150.9329071,128.4977875
147,24.10398,71.64994,187.1656494,152.651123
148,24.10398,71.72956,143.7021942,128.1592407
149,24.10398,71.80919,141.660614,165.6661377
150,24.10398,71.88882,137.1287231,160.8867188
151,24.10398,71.96844,129.133194,157.2021332
152,24.10398,72.04807,139.8704529,107.6919556
153,24.10398,72.12769,160.5480957,180.2913666
154,24.10398,72.20732,141.6533813,186.3745117
155,24.10398,72.28694,178.4581604,195.6005096
156,24.10398,72.36657,169.8498688,149.9520569
157,24.10398,72.44619,137.1967926,167.4122925
158,24.10398,72.52582,188.9472961,193.2853699
159,24.10398,72.60544,144.2277832,138.6026154
160,24.10398,72.68507,71.44035339,76.22622681
161,24.10398,72.76469,14.73165035,19.02417183
162,24.10398,72.84432,13.15118313,9.016248703
163,24.10398,72.92394,62.7807579,40.09120178
164,24.10398,73.00357,190.2425995,145.0409393
165,24.10398,73.08319,74.28384399,62.94808197
166,24.10398,73.16282,35.51900482,21.72536469
167,24.10398,73.24244,0.176458389,0.178807765
168,24.02338,71.25181,0.198212013,0.275154233
169,24.02338,71.33144,12.04322338,15.81007767
170,24.02338,71.41106,67.52132416,61.66923141
171,24.02338,71.49069,99.09427643,83.04220581
172,24.02338,71.57031,126.9518051,100.7499847
173,24.02338,71.64994,180.9259491,129.037262
174,24.02338,71.72956,144.3180389,140.1396179
175,24.02338,71.80919,129.7488403,159.701889
176,24.02338,71.88882,125.1739273,160.2974854
177,24.02338,71.96844,114.2763519,119.0277023
178,24.02338,72.04807,144.6233826,138.9671326
179,24.02338,72.12769,142.4503174,166.0625763
180,24.02338,72.20732,120.0688858,197.966156
181,24.02338,72.28694,112.983078,158.5373535
182,24.02338,72.36657,129.1271057,114.4451141
183,24.02338,72.44619,140.7980347,119.1633987
184,24.02338,72.52582,109.8462448,93.50263214
185,24.02338,72.60544,100.6839294,105.2209473
186,24.02338,72.68507,92.32234955,109.1327286
187,24.02338,72.76469,48.36236572,73.2379303
188,24.02338,72.84432,13.84141827,10.60551548
189,24.02338,72.92394,64.98448944,53.54939651
190,24.02338,73.00357,190.1800537,159.4036713
191,24.02338,73.08319,163.4784698,128.0843048
192,24.02338,73.16282,64.98529053,46.7065239
193,24.02338,73.24244,22.36458588,14.36047077
194,24.02338,73.32207,2.804810762,2.873200417
195,24.02338,73.40169,2.246988773,1.998859763
196,23.94278,70.13706,0.134693697,0.453859955
197,23.94278,70.21669,0.632547677,2.184422016
198,23.94278,70.37594,4.853655338,1.217398643
199,23.94278,70.45556,9.92414093,2.455612898
200,23.94278,70.53519,13.43989182,16.54183388
201,23.94278,70.61481,15.91186237,14.26474953
202,23.94278,70.69444,5.300084591,2.945086718
203,23.94278,70.77406,0.040457942,0.028278433
204,23.94278,70.85369,0.056094438,0.039207701
205,23.94278,71.01294,0.001918408,0.008976396
206,23.94278,71.09256,0.056152336,0.262741566
207,23.94278,71.25181,0.942354977,0.935181141
208,23.94278,71.33144,49.41462708,71.36612701
209,23.94278,71.41106,57.11203003,59.90427017
210,23.94278,71.49069,47.28263855,67.75206757
211,23.94278,71.57031,62.07923126,96.5953598
212,23.94278,71.64994,187.394455,245.2035217
213,23.94278,71.72956,98.89486694,138.8455505
214,23.94278,71.80919,109.424408,112.3708038
215,23.94278,71.88882,81.36182404,75.96382141
216,23.94278,71.96844,86.00469971,131.5995636
217,23.94278,72.04807,68.32080078,143.2110138
218,23.94278,72.12769,115.9884872,155.0352478
219,23.94278,72.20732,135.594101,208.022583
220,23.94278,72.28694,97.42729187,154.0864868
221,23.94278,72.36657,124.6880569,142.9705811
222,23.94278,72.44619,127.6112366,124.906868
223,23.94278,72.52582,168.1734314,124.5114975
224,23.94278,72.60544,143.0726166,186.2658234
225,23.94278,72.68507,167.7888184,256.618866
226,23.94278,72.76469,80.13375854,100.1731567
227,23.94278,72.84432,91.78456116,73.36478424
228,23.94278,72.92394,151.8746948,132.5833588
229,23.94278,73.00357,242.6439819,193.6877747
230,23.94278,73.08319,256.6759949,227.9420319
231,23.94278,73.16282,72.98194885,58.38800049
232,23.94278,73.24244,24.58869934,13.08782101
233,23.94278,73.32207,23.32190323,13.59757805
234,23.94278,73.40169,21.31803894,17.31182861
235,23.86218,70.13706,0.375570863,1.186379552
236,23.86218,70.21669,11.1266613,25.21758842
237,23.86218,70.29631,23.01847076,25.05056572
238,23.86218,70.37594,16.0727787,29.03844452
239,23.86218,70.45556,19.37889671,6.047744751
240,23.86218,70.53519,18.29749489,16.51111221
241,23.86218,70.61481,99.37303925,62.20848083
242,23.86218,70.69444,69.82550812,76.70417786
243,23.86218,70.77406,17.38624382,7.866021156
244,23.86218,70.85369,8.56804657,2.493873119
245,23.86218,71.01294,0.014423112,0.067486972
246,23.86218,71.09256,1.823079467,3.748516321
247,23.86218,71.17219,1.376473784,3.630791426
248,23.86218,71.25181,4.52761364,17.06859398
249,23.86218,71.33144,55.867733,91.98090363
250,23.86218,71.41106,40.68720245,61.86855698
251,23.86218,71.49069,68.96708679,80.96552277
252,23.86218,71.57031,92.9588089,159.7453308
253,23.86218,71.64994,124.5471115,219.5787506
254,23.86218,71.72956,92.56177521,168.5697021
255,23.86218,71.80919,87.48369598,104.6233292
256,23.86218,71.88882,71.84799194,113.3339767
257,23.86218,71.96844,112.7328339,188.7478333
258,23.86218,72.04807,111.7893372,143.3057098
259,23.86218,72.12769,97.52130127,136.9611664
260,23.86218,72.20732,136.8247681,177.1028748
261,23.86218,72.28694,145.3647614,193.5257568
262,23.86218,72.36657,176.5043335,205.5307159
263,23.86218,72.44619,172.9397278,167.332489
264,23.86218,72.52582,136.1126099,150.288559
265,23.86218,72.60544,154.3785706,194.8087158
266,23.86218,72.68507,160.4824677,231.6558228
267,23.86218,72.76469,141.7253876,140.588562
268,23.86218,72.84432,211.3918457,178.2208557
269,23.86218,72.92394,219.1498871,185.3877716
270,23.86218,73.00357,161.8525391,136.0325775
271,23.86218,73.08319,226.3360291,177.3601379
272,23.86218,73.16282,179.253891,128.2053528
273,23.86218,73.24244,40.31265259,27.51493263
274,23.86218,73.32207,79.1716156,28.20543289
275,23.86218,73.40169,12.21339798,8.590950966
276,23.78158,70.13706,7.90E-05,0.000739752
277,23.78158,70.21669,4.227900028,4.95442009
278,23.78158,70.29631,15.22774887,20.1679287
279,23.78158,70.37594,0.851407766,5.785438538
280,23.78158,70.45556,0.053238373,0.102447122
281,23.78158,70.53519,0.005301565,0.003705575
282,23.78158,70.61481,10.52747059,8.505397797
283,23.78158,70.69444,25.53708839,50.1750679
284,23.78158,70.77406,10.75971222,11.66467953
285,23.78158,70.85369,1.604771256,1.076817751
286,23.78158,71.09256,12.95825863,9.703710556
287,23.78158,71.17219,21.62073326,29.77545929
288,23.78158,71.25181,13.91993332,13.22310734
289,23.78158,71.33144,16.36829948,52.38473129
290,23.78158,71.41106,8.620763779,11.28770161
291,23.78158,71.49069,35.23989105,34.07105255
292,23.78158,71.57031,46.27659988,95.36790466
293,23.78158,71.64994,43.23056793,110.8815079
294,23.78158,71.72956,78.06692505,148.5945282
295,23.78158,71.80919,84.62364197,149.9119568
296,23.78158,71.88882,135.7759552,251.4510345
297,23.78158,71.96844,128.9856873,187.2678223
298,23.78158,72.04807,145.8552551,222.3032684
299,23.78158,72.12769,162.5880127,250.021698
300,23.78158,72.20732,176.8855133,232.6099396
301,23.78158,72.28694,186.2692871,249.3303223
302,23.78158,72.36657,185.9365082,238.6138916
303,23.78158,72.44619,210.5166016,152.4453735
304,23.78158,72.52582,162.3360748,185.5152588
305,23.78158,72.60544,191.6407318,232.1711731
306,23.78158,72.68507,176.7496338,281.1962891
307,23.78158,72.76469,196.008606,230.0070496
308,23.78158,72.84432,181.5353851,146.8974457
309,23.78158,72.92394,363.8763123,280.170105
310,23.78158,73.00357,225.6450195,183.7530823
311,23.78158,73.08319,149.2671356,127.4633255
312,23.78158,73.16282,82.08180237,48.60206985
313,23.78158,73.24244,143.3697052,62.06012344
314,23.78158,73.32207,154.0692444,60.20886612
315,23.78158,73.40169,18.94421768,19.37572479
316,23.78158,73.48132,0.52343297,0.635211051
317,23.70098,68.70381,0.37772426,10.17562199
318,23.70098,68.78344,0.352934062,9.507792473
319,23.70098,69.10194,5.63625288,15.5521965
320,23.70098,69.18156,7.807744503,19.58317375
321,23.70098,70.45556,3.091979265,1.810717583
322,23.70098,70.53519,14.76673603,32.49443817
323,23.70098,70.61481,81.46897888,108.7262726
324,23.70098,70.69444,69.22037506,77.11852264
325,23.70098,70.77406,20.51594734,31.63816833
326,23.70098,70.85369,0.760390222,3.439358234
327,23.70098,70.93331,0.022834865,0.015960628
328,23.70098,71.09256,1.204425097,0.481059253
329,23.70098,71.17219,0.770620465,0.307793409
330,23.70098,71.25181,0.01124577,0.278056651
331,23.70098,71.33144,0.296375901,7.328024864
332,23.70098,71.41106,2.8469069,11.15675545
333,23.70098,71.49069,32.65896225,59.53223038
334,23.70098,71.57031,66.53665161,93.1664505
335,23.70098,71.64994,58.33609009,98.2519455
336,23.70098,71.72956,100.1789017,169.5695496
337,23.70098,71.80919,195.2456818,243.1337128
338,23.70098,71.88882,146.8854828,221.6422119
339,23.70098,71.96844,145.5587616,191.4507446
340,23.70098,72.04807,161.0190125,197.3456573
341,23.70098,72.12769,191.392746,256.8530273
342,23.70098,72.20732,133.8113251,212.2148438
343,23.70098,72.28694,130.5829315,175.9284363
344,23.70098,72.36657,149.8565063,214.8574219
345,23.70098,72.44619,220.5491638,161.4079895
346,23.70098,72.52582,167.27388,216.1632233
347,23.70098,72.60544,207.5860138,250.829834
348,23.70098,72.68507,258.4305725,225.7149353
349,23.70098,72.76469,242.415863,193.417984
350,23.70098,72.84432,175.0895081,152.4817963
351,23.70098,72.92394,283.3225098,243.7900543
352,23.70098,73.00357,193.4149933,157.9944
353,23.70098,73.08319,90.35401917,62.46126175
354,23.70098,73.16282,48.29311752,19.98424911
355,23.70098,73.24244,203.8347473,87.21671295
356,23.70098,73.32207,237.3993835,109.9319458
357,23.70098,73.40169,42.93676376,32.2738266
358,23.70098,73.48132,37.36959839,27.4627285
359,23.70098,73.56094,0.336452931,0.297480792
360,23.62038,68.70381,0.047865886,1.289472699
361,23.62038,68.78344,0.044724427,1.204844236
362,23.62038,68.94269,0.699410558,1.261124134
363,23.62038,69.02231,1.816478729,2.5924263
364,23.62038,69.10194,5.632924557,7.449138165
365,23.62038,69.18156,7.568491459,10.83058929
366,23.62038,70.29631,1.655151367,0.509216011
367,23.62038,70.37594,27.23235893,35.54777527
368,23.62038,70.45556,77.57001495,100.1128082
369,23.62038,70.53519,60.28808975,65.59171295
370,23.62038,70.61481,36.34798431,81.69190216
371,23.62038,70.69444,69.88973999,176.3362579
372,23.62038,70.77406,19.35629082,45.73974228
373,23.62038,70.85369,2.651511192,15.39821625
374,23.62038,70.93331,0.762416005,17.32445145
375,23.62038,71.41106,12.12397289,22.15744972
376,23.62038,71.49069,69.58258057,105.8799286
377,23.62038,71.57031,69.20624542,127.702095
378,23.62038,71.64994,72.13002014,147.6907196
379,23.62038,71.72956,94.1233139,131.8704681
380,23.62038,71.80919,230.3373108,257.6616516
381,23.62038,71.88882,147.2440033,206.0828094
382,23.62038,71.96844,88.15679932,154.8323669
383,23.62038,72.04807,114.3987579,142.1051178
384,23.62038,72.12769,106.3930435,148.3182526
385,23.62038,72.20732,109.9320221,128.9732666
386,23.62038,72.28694,151.7992554,171.4199371
387,23.62038,72.36657,134.934906,155.7921295
388,23.62038,72.44619,159.8893585,172.5617828
389,23.62038,72.52582,222.4812317,258.888855
390,23.62038,72.60544,222.8192139,227.8422089
391,23.62038,72.68507,169.5946808,216.3050079
392,23.62038,72.76469,163.2105713,263.9967041
393,23.62038,72.84432,184.6182709,149.6165771
394,23.62038,72.92394,191.8493958,167.0927734
395,23.62038,73.00357,137.4391174,106.2592087
396,23.62038,73.08319,237.8827057,174.0781403
397,23.62038,73.16282,88.86164856,61.46279907
398,23.62038,73.24244,87.64834595,60.35269928
399,23.62038,73.32207,150.9000549,142.7922211
400,23.62038,73.40169,119.2485123,84.69695282
401,23.62038,73.48132,218.1980286,94.43488312
402,23.62038,73.56094,43.22284698,23.7658844
403,23.62038,73.64057,4.158172607,3.333846092
404,23.53978,68.94269,0.513182878,0.891527534
405,23.53978,69.02231,1.572725892,2.187439919
406,23.53978,69.10194,0.034074109,0.010391153
407,23.53978,69.18156,2.177066803,0.528208435
408,23.53978,69.34081,1.549749374,2.096874237
409,23.53978,69.42044,2.010903358,3.314964056
410,23.53978,69.50006,13.79518986,12.47945023
411,23.53978,69.57969,9.843045235,7.088781834
412,23.53978,69.65931,0.243990332,0.529322624
413,23.53978,69.73894,0.45387435,0.48266837
414,23.53978,69.81856,0.00942215,0.000606943
415,23.53978,70.21669,0.391727179,0.477474689
416,23.53978,70.29631,46.97696686,47.99811935
417,23.53978,70.37594,65.79750824,48.27890778
418,23.53978,70.45556,60.18526459,66.68304443
419,23.53978,70.53519,61.86605835,52.21525955
420,23.53978,70.61481,27.23793221,28.60888481
421,23.53978,70.69444,44.07171249,103.9811783
422,23.53978,70.77406,48.05366898,83.62043762
423,23.53978,70.85369,8.791091919,39.94101334
424,23.53978,70.93331,1.32624805,4.368115425
425,23.53978,71.01294,0.663814008,1.424109221
426,23.53978,71.41106,1.904632807,1.968062997
427,23.53978,71.49069,14.30298424,15.06272411
428,23.53978,71.57031,67.7826767,92.34195709
429,23.53978,71.64994,106.432373,113.39431
430,23.53978,71.72956,116.10392,129.6444855
431,23.53978,71.80919,103.9235382,164.0401459
432,23.53978,71.88882,119.6493073,200.9698486
433,23.53978,71.96844,84.05526733,128.7884064
434,23.53978,72.04807,93.10227966,135.4242401
435,23.53978,72.12769,128.9450684,181.5250397
436,23.53978,72.20732,192.1092072,145.4628906
437,23.53978,72.28694,235.3975067,215.4809265
438,23.53978,72.36657,201.8498535,246.5976868
439,23.53978,72.44619,202.1068726,265.2886047
440,23.53978,72.52582,237.0396729,209.6351471
441,23.53978,72.60544,215.6607971,260.352417
442,23.53978,72.68507,209.3417969,228.0939026
443,23.53978,72.76469,127.4639969,142.484375
444,23.53978,72.84432,92.41222382,77.28225708
445,23.53978,72.92394,137.2090454,111.5227051
446,23.53978,73.00357,213.57341,171.2865906
447,23.53978,73.08319,244.4050598,196.1257782
448,23.53978,73.16282,132.6447296,95.15215302
449,23.53978,73.24244,180.9790497,108.378006
450,23.53978,73.32207,155.154892,102.4871368
451,23.53978,73.40169,142.3921814,70.59770966
452,23.53978,73.48132,225.6487427,111.4916763
453,23.53978,73.56094,115.4981613,61.0188942
454,23.53978,73.64057,93.07804108,38.90766144
455,23.45918,68.62419,0.036577709,0.019030394
456,23.45918,68.70381,0.127948523,0.066568159
457,23.45918,68.94269,0.773386061,0.540565014
458,23.45918,69.02231,0.811702967,4.307458401
459,23.45918,69.10194,1.698649645,6.813891888
460,23.45918,69.18156,19.64413261,5.689457417
461,23.45918,69.34081,0.679199576,1.144499183
462,23.45918,69.42044,1.272796631,6.088784695
463,23.45918,69.50006,32.21398926,78.61766815
464,23.45918,69.57969,27.20913124,37.41506577
465,23.45918,69.65931,47.81967545,38.10839081
466,23.45918,69.73894,53.54759216,69.45565033
467,23.45918,69.81856,1.044415236,5.692891598
468,23.45918,69.89819,26.92358208,28.11081314
469,23.45918,69.97781,5.466257095,1.426097631
470,23.45918,70.13706,0.190112114,0.146387398
471,23.45918,70.21669,0.466614574,0.541682959
472,23.45918,70.29631,25.84811401,21.37013435
473,23.45918,70.37594,10.69304752,17.47495079
474,23.45918,70.45556,17.07446671,15.31743908
475,23.45918,70.53519,21.00588989,30.11488152
476,23.45918,70.61481,0.633962989,1.359592319
477,23.45918,70.69444,14.90845776,13.27673054
478,23.45918,70.77406,45.86750793,35.9061203
479,23.45918,70.85369,19.30235863,7.272318363
480,23.45918,70.93331,0.621335864,1.21551764
481,23.45918,71.01294,0.345479429,0.741172075
482,23.45918,71.49069,4.018744469,9.685282707
483,23.45918,71.57031,99.97662354,122.2360687
484,23.45918,71.64994,206.9626312,237.0522156
485,23.45918,71.72956,186.9873199,217.4824066
486,23.45918,71.80919,90.87285614,124.9938583
487,23.45918,71.88882,242.9606018,316.7329102
488,23.45918,71.96844,179.1325226,231.3575745
489,23.45918,72.04807,112.1999207,129.3577576
490,23.45918,72.12769,141.1833191,161.3652344
491,23.45918,72.20732,199.7472992,150.605484
492,23.45918,72.28694,214.1737061,200.7807617
493,23.45918,72.36657,234.9513855,251.9575958
494,23.45918,72.44619,264.6716919,207.30896
495,23.45918,72.52582,227.2545471,218.0608978
496,23.45918,72.60544,169.4554443,200.4595032
497,23.45918,72.68507,110.1331863,172.6157837
498,23.45918,72.76469,61.98288345,138.5068665
499,23.45918,72.84432,144.2164001,145.3356628
500,23.45918,72.92394,224.6232605,190.9577637
501,23.45918,73.00357,293.1630249,246.7536163
502,23.45918,73.08319,240.4470062,199.9061737
503,23.45918,73.16282,204.5144806,143.6391754
504,23.45918,73.24244,163.9388275,121.5494232
505,23.45918,73.32207,102.6949005,68.83827972
506,23.45918,73.40169,163.3677673,76.31423187
507,23.45918,73.48132,159.1502533,81.50231934
508,23.45918,73.56094,180.9284973,92.73596191
509,23.45918,73.64057,132.5081635,100.0884399
510,23.45918,73.72019,13.49411964,18.1459713
511,23.45918,73.79982,8.650211334,11.98172379
512,23.45918,73.87944,1.491093874,1.926402926
513,23.37858,68.62419,0.030768991,0.016008275
514,23.37858,68.70381,0.469714135,0.832792401
515,23.37858,68.78344,0.520213902,5.369266987
516,23.37858,68.86306,0.539102912,14.1200161
517,23.37858,68.94269,0.099429533,0.154763028
518,23.37858,69.02231,1.179417372,6.424037457
519,23.37858,69.10194,15.48741245,13.6524868
520,23.37858,69.18156,22.14901733,18.51433182
521,23.37858,69.26119,15.12997627,8.303531647
522,23.37858,69.34081,0.712113798,0.523507595
523,23.37858,69.42044,8.08E-05,0.000155397
524,23.37858,69.50006,0.09443818,0.891839445
525,23.37858,69.57969,3.529819965,0.928442597
526,23.37858,69.65931,32.95908356,37.47296906
527,23.37858,69.73894,33.85660172,60.96302414
528,23.37858,69.81856,1.161033034,5.235851765
529,23.37858,69.89819,37.58385086,34.34298325
530,23.37858,69.97781,16.44983292,8.991038322
531,23.37858,70.05744,15.39991283,14.79348183
532,23.37858,70.13706,29.58954048,23.62032509
533,23.37858,70.21669,95.44129181,83.99217987
534,23.37858,70.29631,22.60044861,27.79849052
535,23.37858,70.37594,30.36170769,42.82965851
536,23.37858,70.45556,66.72669983,46.51089096
537,23.37858,70.53519,41.69181824,62.91529083
538,23.37858,70.61481,11.3517046,13.70320511
539,23.37858,70.69444,1.572998881,3.25949955
540,23.37858,70.77406,20.76219749,46.65548706
541,23.37858,70.85369,17.78403091,24.34819221
542,23.37858,70.93331,0.085962206,0.168445438
543,23.37858,71.57031,12.20610523,15.17561054
544,23.37858,71.64994,168.7320709,207.4239197
545,23.37858,71.72956,170.1716919,208.0367584
546,23.37858,71.80919,289.4514465,354.2475281
547,23.37858,71.88882,296.5979004,360.9313965
548,23.37858,71.96844,184.6248474,179.9556427
549,23.37858,72.04807,158.0530853,143.0251465
550,23.37858,72.12769,170.9040833,165.2423706
551,23.37858,72.20732,179.5627136,185.7362061
552,23.37858,72.28694,176.7478333,172.8201447
553,23.37858,72.36657,189.8621826,214.9196014
554,23.37858,72.44619,237.6901093,235.9393158
555,23.37858,72.52582,214.36026,213.3618317
556,23.37858,72.60544,135.3083649,177.9047394
557,23.37858,72.68507,114.9745407,147.9873352
558,23.37858,72.76469,150.1173248,172.0366669
559,23.37858,72.84432,227.5420837,197.3009033
560,23.37858,72.92394,250.1094971,203.4494019
561,23.37858,73.00357,238.8559113,200.2977295
562,23.37858,73.08319,269.9056091,230.5683746
563,23.37858,73.16282,188.3342896,124.1440353
564,23.37858,73.24244,201.5563965,117.811615
565,23.37858,73.32207,216.9686584,108.8990631
566,23.37858,73.40169,144.270813,95.14823151
567,23.37858,73.48132,159.6439972,120.348793
568,23.37858,73.56094,191.0843353,115.4325256
569,23.37858,73.64057,71.53109741,94.04992676
570,23.37858,73.72019,15.42788982,21.39027023
571,23.37858,73.79982,9.854269028,13.28140831
572,23.37858,73.87944,3.879396677,5.08613348
573,23.37858,73.95907,0.976516783,1.545813084
574,23.29797,68.70381,2.148566723,11.90439034
575,23.29797,68.78344,4.804369926,21.62676048
576,23.29797,68.86306,1.81400013,4.477667332
577,23.29797,68.94269,2.068317413,7.074739933
578,23.29797,69.02231,34.0003891,25.02204514
579,23.29797,69.10194,13.0800705,13.28525543
580,23.29797,69.18156,10.29532528,9.906877518
581,23.29797,69.26119,9.434243202,6.470342636
582,23.29797,69.34081,8.74169445,5.285135269
583,23.29797,69.42044,9.854309082,4.516328812
